,text,class
98,"может ли подработка не по специальности помешать будущей карьере? #карьера_advice

студентам и выпускникам достаточно сложно найти хорошую работу, не имея при этом опыта. поэтому уже с 3 курса большинство студентов ищут подработки. факт того, что перед основательным трудоустройством вы где-то подрабатывали, пусть и не совсем по специальности, напротив служит показателем вашей ответственности и самостоятельности и располагает работодателя к вам. 
 
подработка – это … 
- знакомство с рабочими взаимоотношениями; 
- знакомство с коллективом и жизнью внутри него; 
- знакомство с разными сферами деятельности на случай, если вдруг вам когда-либо придется сменить индустрию; 
- это опыт, который вы можете указать при составлении резюме. 
 
но заметим, что временную работу стоит указать только тогда, когда у вас отсутствует иной рабочий опыт, а также, если вы хотите подчеркнуть определенные навыки для будущей вакансии. например, вы работали промоутером, а собираетесь подавать резюме на pr-специалиста, поэтому ваша подработка промоутером подтверждает наличие у вас развитых качеств находчивости, наблюдательности, доброжелательности, коммуникаций. 

подработки возможны по разным направлениям: физический труд (грузчики, разнорабочие, клинеры, курьеры), коммуникации и управление (оператор колл-центра, продавец, официант, бармен, менеджер), а также стажировки, о которых вы всегда можете получить информацию по хэштегу #итмостажировка",0
99,"⚡магистратура итмо в лицах 
 
👨‍🎓сегодня мы хотим рассказать о кандидате технических наук, ведущем научном сотруднике национального центра когнитивных разработок в университете итмо георгии копанице

⚠георгий работал научным сотрудником университета ludwig-maximilian universität münchen по гранту министерства здравоохранения баварии, где в 2013 году защитил диссертацию. с 2014 года георгий дмитриевич сотрудничает с лабораторной службой хеликс, где занимается разработкой систем обмена медицинскими данными. руководил проектами по разработке медицинских информационных систем в южной корее и германии, грантами рнф, рффи, европейского союза по рамочной программе fp7. 
георгий дмитриевич готовит курс по дисциплине «системы поддержки принятия решения в медицине». 
 
🗯«преподавание помогает структурировать собственные знания и передать их студентам. а еще это возможность познакомится со студентами, которые хотят заниматься научной работой. мой важнейший принцип работы со студентами — это интерактивность. я считаю, что преподаватель не должен просто транслировать свои знания студентам. мои курсы — это всегда диалог. вовлеченность в процесс — одна из главных составляющих успеха курса. я думаю, магистратура позволяет получить глубокие знания по специальности, самостоятельно реализовать проект, приобрести опыт работы в области, которая интересна студенту».",0
100,"📣оплачиваемая стажировка на производстве в компании p&g в санкт-петербурге! 

компания в поиске студента последних курсов обучения или выпускника (не более 3 лет назад), свободно владеющего английским языком, обладающего отличными навыками в построении коммуникаций и желанием учиться и проявлять инициативу. умение аналитически мыслить будет огромным преимуществом.

компания гарантирует полное вовлечение в работу с первого дня, зп 65к, развозку от м.московская, компенсацию обеда на территории предприятия.

🚀успей подать заявку https://vk.cc/9dbvgu

p.s. по всем вопросам обращаться к представителю компании, кириллу березкину, berezkin.kv@pg.com, +79602783338

#итмостажировка",1
101,"⚡ intro days магистратуры закончились, но не расстраивайтесь, если не смогли присоединиться. мы собрали для вас все-все материалы — презентации про обучение и карьерные возможности, про особенности организации учебного процесса, про студенческую науку, а также презентации питч-сессий ученых. 
 
👉🏻 переходите по ссылке https://vk.cc/9mitex и узнаете: 
✅ что такое общеуниверситетские модули и как их выбирать 
✅ как поехать на зарубежную стажировку или обменный семестр 
✅ как получить финансовую поддержку своих исследований или стать частью команды международных лабораторий 
✅ кто поможет написать статью на английском языке в топовый научный журнал 
✅ как пройти практику в компании-партнере с перспективой трудоустройства 
✅ на какую стипендиальную поддержку могут рассчитывать талантливые студенты 
 
о том, как прошли introduction days, читайте в материале itmo.news:
🌐 http://news.ifmo.ru/ru/education/trend/news/8763/",0
102,"новый конкурс на участие в программе семестрвого обмена откроется уже меньше, чем через месяц! скорее читай статью и записывайся на тест по английскому 😛",0
103,"dear students!

internationalization department announces an intern position!
if you are:
- a master degree student
- proficient both in english and russian
- know how to use microsoft office programs (at least word, excel and powerpoint)
- use google drive, google forms, docs, etc.
- not afraid of communicating with new people
- willing to work with people, build bridges and solve conflicts
- excellent in time management and prioritization skills
- good at written and oral communication

let us know!
we are offering you:
- an official contract with the university
- salary
- equiped workplace
- (probably) the best coffee-machine at lomonosova building =)

please, send your cv and times that you will be able to spend in the office to kyivanova@itmo.ru",0
104,"#eyscholarship
зачем участвовать (и побеждать!) в розыгрыше именных стипендий ey для будущих лидеров бизнеса? 

1. решить все проблемы с работой/стажировкой: ты получишь право ускоренного отбора на любую вакансию ey. 
2. купить себе то, что давно хотелось, на денежное вознаграждение. 
3. добавить новую строчку в резюме, которая привлечет внимание любого hr-специалиста. 
4. поверить в свои силы и #makeyourmomproud, конечно. 

регистрируйся до 6 мая, расскажи нам о себе в яркой презентации, пройди тестирование и телефонное интервью и стань новым лауреатом именной стипендии ey. а там и до звездной карьеры недалеко! 
подробности: https://go.ey.com/2aysehx",0
105,"⚡магистратура итмо в лицах 
 
👨‍🎓сегодня мы хотим рассказать о доценте практики университета итмо, приглашенном преподавателе школы перспективных исследований тюмгу, вице-президенте по научной журналистике ассоциации коммуникаторов в сфере образования и науки (аксон) ольге добровидовой 

⚠ольга добровидова — научный и экологический журналист, внештатный автор nature и других российских и зарубежных изданий, ранее работала в риа новости и тасс. ольга — первый российский стипендиат программы knight science journalism fellowship в mit и программы logan science journalism program в mbl. ольга преподает мультимедийную научную журналистику в магистратуре по научной коммуникации. 
 
🗯«мне очень нравится преподавать, потому что это, во-первых, эффективный стимул постоянно учиться и расти самой, а во-вторых, возможность напрямую взаимодействовать с живой аудиторией, которой научные журналисты, как правило, лишены. я рассматриваю студентов как коллег, своих будущих сотрудников, а то и руководителей, и отношусь к ним соответствующим образом. мне кажется, что магистратура — это очень гибкая надстройка, которая дает возможность, в зависимости от задач студента, либо начать академическую карьеру, либо подготовиться и плавно выйти на работу в реальный сектор. а ориентированность магистратуры на исследовательскую работу дает каждому бесценный опыт научного исследования».",0
106,"а вы уже знаете, чем займётесь летом? у нас есть предложение 🕺 

приходите на летнюю стажировку в яндекс! лето в яндексе — это три месяца оплачиваемой работы бок о бок с ментором, возможность подтянуть свои знания и поработать с настоящими, боевыми задачами. 

мы ждём студентов и выпускников вузов, которым интересна стажировка по направлениям: бэкенд- или фронтенд-разработка, аналитика, машинное обучение, мобильная разработка.

ещё сомневаетесь? приходите 21 февраля в наш московский офис, чтобы пообщаться с командами разных сервисов, послушать про работу и узнать секреты прохождения собеседований на стажировку. если вы не можете присутствовать лично, ничего страшного — мы организуем онлайн-трансляцию: https://ya.cc/55gt2

#летовяндексе",1
107,"#итмостажировка

торгово-промышленная группа «тайпит» в поиске амбициозных стажеров по направлениям: разработчик 1с, программист (с++, с#), инвестиционный аналитик. 
✉резюме отправлять на e.yakimenko@taipit.ru. не забудьте указать название стажировки!

📎разработчик 1с 

• участие в процессе разработки на платформе 1с 8.3 (управляемые формы) в качестве разработчика по тз, разработанным бизнес-аналитиками; 
• проработка технических решений совместно с бизнес-аналитиками, системным и бизнес-архитектором; 
• поддержка корпоративных информационных систем 1с на третьей линии (без прямого контакта с пользователями). 
 
📎отдел развития 

• сбор, анализ и структурирование информации; 
• разбиение деятельности компании на бизнес-процессы и формирование рекомендаций по их оптимизации; 
• ведение переговоров с реальными инициаторами проекта или действующими управляющими бизнесов;
• приобретение практических навыков владения excel в части построения финансово-экономических моделей и оценки инвестиционной привлекательности бизнес-проектов, торговых проектов, оценки полноты входной информации по расходам. 
 
📎программист (с++, с#) 

• поддержка и доработка существующего по;
• работа с по собственной разработки.",1
108,"у нас отличные новости! t-systems россия совместно с университетом итмо запустили магистерскую программу «технологии промышленного программирования»! 
 
ты уже занимаешься разработкой или проектированием по и думаешь, в каком направлении развиваться? 
хочешь получить не только теоретические знания, но и практические? 
➡ присоединяйся к образовательной программе «технологии промышленного программирования». набор уже открыт! 
 
для наших магистрантов мы объединили возможности: 
🔹 университета итмо, российского лидера в международных университетских рейтингах по направлению сomputer science и it, и 
🔹 т-systems россия, стратегического подразделения deutsche telekom, одной из трёх крупнейших it-компаний в санкт-петербурге. 
 
💥 став нашим студентом, ты сможешь сочетать обучение у ведущих специалистов в университете со стажировкой в компании, а также участвовать в совместных исследовательских проектах в области data science & data-driven development. 
 
подробности читай по ссылке http://abit.ifmo.ru/program/11725/#info",0
109,"в #полезныйчетверг делимся хорошими ресурсами для поиска вакансий заграницей 🚀
 
💣indeed (https://ru.indeed.com/?r=us) 
агрегатор вакансий со всего мира. особенно популярен среди it-соискателей. 

💣idealist (https://www.idealist.org/en/?type=job) 
аналогичный агрегатор предыдущему. вдобавок к вакансиям на ресурсе можно найти стажировки, проектную работу, волонтерские предложения. 

💣glassdoor (https://www.glassdoor.com/index.htm) 
поиск вакансий можно осуществлять отдельно по странам, компаниям, получать детальную информацию. ресурс популярен среди it-специалистов. 

💣jobisjob (https://www.jobisjob.com/) 
на сайте организован удобный поиск по отраслям, с картами и диаграммами, по которым можно определить, в каких регионах больше предложений по выбранным специальностям. большой процент вакансий it-рынка. 

💣monster (https://www.monster.com/) 
международный портал. на ресурсе организован поэтапный поиск: сперва необходимо определиться с географией будущей работы, затем выполнять дальнейший поиск. 

💣dice (https://www.dice.com/) 
один из лучших ресурсов для поиска вакансий технических специалистов и инженеров. 

💣sapbazar (https://sapbazar.com/ru/) 
онлайн-биржа поиска работы для erp-консультантов – специалистов, занимающихся внедрением и наладкой систем планирования предприятия. 

💣mediabistro (https://www.mediabistro.com/) 
ищете работу в медиа, рекламе, pr? тогда это самая подходящая площадка. есть удалённые вакансию.

#карьера_advice",0
110,"📢 продолжаем серию постов о победителях конкурса грантов кнвш! 
 
🙎‍♀ юлия карлагина закончила магистратуру по лазерным микро- и нанотехнологиям. область ее научных интересов связана с лазерной обработкой металлов, разработкой технологий, созданием биосовместимых рельефов и титановых имплантов. 
 
🏆🏆🏆 юлия становилась победителем конкурса грантов комитета по науке и высшей школе три раза — в 2016, 2018 и 2019 году. работа, отмеченная комитетом в этот раз, посвящена микро- и наноструктурированию поверхности титановых сплавов для улучшения биосовместимости дентальных имплантатов. юлия провела три стадии исследования, чтобы выяснить, какая структура будет оптимальной для лучшей остеоинтеграции имплантата в живом организме. в ходе работы были разработаны режимы лазерного воздействия для формирования поверхностной наноструктуры, положительно влияющей на адгезию белков. также был разработан микрорельеф со структурами, имитирующими реальные размеры клеток, который обладает потенциалом минимизировать негативное воздействие на клетки. на таких структурах юлия культивировала мезенхимальные стволовые клетки костного мозга человека и провела анализ клеточной пролиферации, миграции и остеогенной дифференцировки. 
 
👉🏻 сейчас юлия занимается разработкой лазерной технологии создания мультиуровневых рельефов на поверхности титановых имплантов для улучшения их биосовместимости.",0
111,"выполнить курсовую, написать выпускную квалификационную работу по производственной задаче от организации-работодателя стало еще реальнее и проще! 🙌🏻

с 10 сентября 2019 года каждый из вас на платформе профстажировки.рф сможет выбрать интересующий вас кейс, согласовать его тематику с научным руководителем от университета и выполнять его в рамках исследовательской и научной работы.

обучающиеся, чьи работы признают самыми успешными, будут приглашены на практики и/или стажировки в компании, кейсы которых они выполняли.

работа с реальными задачами — одна из возможностей сделать обучение в вузе максимально продуктивным.

подробнее о кейсах на сайте профстажировки.рф.",0
112,"привет, первокурсник! привет все, кто только вступил в нашу группу!
и давайте знакомиться! 📣

мы, [club78459300|центр карьеры], ваш путеводитель в мире компаний, стажировок, практик и вакансий, ваш советчик и консультант по вопросам составления резюме и сопроводительных писем, вам помощник в построении карьеры!

карьера — это проект, который строится из пазлов. первый из них и немаловажный — информирование.
в нашей группе ежедневно выходят новости из мира карьеры, советы по трудоустройству, анонсы о программах стажировок, новые вакансии и т.д.
в группе есть хештеги, по которым вы можете быстро отыскать новости из определенного раздела. 👇🏻

#карьера_advice - лайфхаки из области карьеры 
#итмовакансия - самые актуальные места работы 
#итмостажировка - все о том, как заработать опыт еще будучи студентом 
#полезныйчетверг - полезности о карьере и не только 
#опытстудента - карьерный опыт в компании глазами студента, взгляд извнутри 
#карьера_int - трудоустройство иностранных граждан
#cvup - советы, инструменты для составления/улучшения резюме

новости о мероприятиях и новые вакансии публикуются на нашем сайте https://careers.ifmo.ru/.

подписывайся, переходи по ссылкам, просматривай, погружайся и добро пожаловать 🙌🏻 #цкознакомство",0
113,"университет итмо не только предоставляет своим студентам возможность поучаствовать в семестровом обмене, но и принимает студентов из вузов-партнеров. читайте историю беризы мустафик, студентки из университета вероны, италия, и вдохновляйтесь (не только вам страшно ехать на обмен)! https://mbradio.ru/publication/3023/",0
114,"🧔 антон бойцев учится в аспирантуре университета итмо и занимается исследованиями в области теории операторов, функционального анализа, явно решаемых моделей и математической физики. 
 
🏆 антон становился победителем конкурса грантов комитета по науке и высшей школе три раза. работа 2019 года носит название «модель взаимодействия квантового графа с кольцом ааронова-бома и системы, имеющей конечное число энергетических уровней, на базе теории расширений симметрических операторов». 
 
🚠 проект посвящен исследованию транспорта в наноструктурах под действием магнитного поля. в качестве модели антон рассматривал взаимодействие квантового графа, включающего в себя кольцо ааронова-бома, с системой, которая имеет конечное число энергетических уровней. модель основана на описании точечного взаимодействия с помощью теории расширений симметрических операторов. 
 
👉🏻 сейчас антон занимается исследованием модифицированной модели джейса-каммингса, как модели светоизлучающего устройства и модели ионизации атома.",0
115,"выпускники и студенты последних курсов обучения! новость дня для вас!

технологический стартап air&soil technologies занимается разработкой роботизированных устройств для агропромышленных компаний, используя, инновационные методы и технологии, такие как компьютерное зрение, искусственный интеллект и машинное обучение. всё это помогает фермерам увеличить урожай и прибыль, сократить использования химикатов и защитить окружающую среду. 

сейчас стартап пребывает в поиске талантливых инженеров и программистов из таких областей, как робототехника / компьютерное зрение / машинное обучение / искусственный интеллект. 

обязанности:

• внедрение систем классификации, основанных на глубоком обучении, для выявления характеристики и классификации различных объектов в агро-промышленности с использованием камеры, радара, сенсора и т.д. 
• изучение и разработка новых методов обнаружения, повышения производительности и увеличения скорости работы по. 
• работа с командой разработчиков программного обеспечения. тестирование по в лабораторных условиях, а также готовность внедрять по в роботизированные системы в полевых условиях. 
• разработка по вместе с системными программистами, а также готовность помочь в разработке конвейеров обработки данных и аннотаций для непрерывного мониторинга и улучшения системы. 

требования к кандидатам:

• 2+ лет разработки алгоритмов и решения проблем в области компьютерного зрения, в разработке систем машинного обучения, с опытом работы в системах глубокого обучения (предпочтительнее tensorflow).
• адаптация с последними исследованиями в области восприятия, машинного обучения, глубокого обучения и робототехники. 
• хорошие знания в c ++ , python, opencv, tensorflow/pytorch, pandas, matlab и matplotlib 
• внимание к деталям и умение работать самостоятельно, коммуникативные и навыки работы в команде. 

резюме отправлять на адрес akmal.kholikulov@gmail.com или в [id299310374|личные сообщения].

#итмостажировка #итмовакансия",1
116,"#eyforensiccasebattle2019 #eyforensiccasebattle #eyforensic 
для друзей ты – человек, который распутывает сложные финансовые махинации и иногда мелькает в новостях при раскрытии экономических преступлений. 
для родителей ты – самый что ни на есть детектив, который каждый день спасает мир бизнеса. 
на самом деле ты – сотрудник ey forensic team, который очень любит свою работу. но и все, что они о тебе думают – тоже правда!
а начать такую карьеру ты сможешь с ey forensic case battle! 🔥

🕵‍♂ 🕵‍♀ ey forensic case battle – это кейс чемпионат ey в области расследования финансового мошенничества. тебя ждут кейсы, с которыми команда forensic сталкивается каждый день: хищения, взяточничество, манипуляции с отчетностью и другие сложные схемы в большом бизнесе. 
победители чемпионата получат возможность попасть на стажировку в ey forensic team, пройдя лишь одно собеседование и минуя остальные этапы отбора. 

📅 регистрация открыта до 29 сентября.
👉🏻 подробная информация, требования и регистрация – на нашем сайте: https://www.ey.com/ru/ru/services/assurance/fraud-investigation---dispute-services/ey-forensic-case-battle-2019",0
117,"📅23 июля c 16.00 18.00 в офисе группы компаний црт (центр речевых технологий), находящегося по адресу: ул.смоленская, д.9., бизнес центр “оптима”,ауд. 318 состоится день открытых дверей корпоративной магистратуры университета итмо совместно с группой компаний црт. 

⚠приходите на день открытых дверей, чтобы узнать больше о содержании и форматах обучения по магистерской программе «речевые информационные системы» https://abit.ifmo.ru/program/11704/ , задать вопросы преподавателям программы и представителям группы компаний црт, участвующим в ее реализации. 
 
📃в программе: 
✅ знакомство с деятельностью и направлениями работы группы компаний црт - ; https://www.speechpro.ru/ ; 
✅ рассказ о преимуществах корпоративной магистерской программы: как можно сочетать обучение у ведущих преподавателей в университете со стажировкой и работой в компании; 
✅информация о дополнительных мероприятиях и проектах для студентов корпоративной магистратуры, организуемых группой компаний црт; 
✅ответы на вопросы по поступлению в корпоративную магистратуру. 

🎓спикеры: 
✅матвеев юрий николаевич, руководитель корпоративной магистерской программы и заведующий корпоративной лабораторией «технологий человеко-машинного взаимодействия» в университете итмо; 
✅архипов александр юрьевич, руководитель отдела научного развития в группе компаний црт. 

✏для посещения дня открытых дверей зарегистрируйтесь до 12:00 22 июля по ссылке: http://ris.ifmo.ru/%d1%80%d0%b5%d0%b3%d0%b8%d1%81%d1%82%d1%80%d0%b0%d1%86%d0%b8%d1%8f-%d0%bd%d0%b0-%d0%b4%d0%b5%d0%bd%d1%8c-%d0%be%d1%82%d0%ba%d1%80%d1%8b%d1%82%d1%8b%d1%85-%d0%b4%d0%b2%d0%b5%d1%80%d0%b5%d0%b9/",0
118,"ребята, в связи с тем, что сейчас в самом разгаре чемпионат по количественным финансам international quant championship 2019, предлагаем выбрать время для проведения подготовительного вебинара. 

вебинар посвящен созданию алгоритмов для предсказания движения финансовых инструментов на платформе websim; будет обсуждаться индустрия хэдж фондов и возможности удаленной работы в роли консультанта-исследователя на платформе. также будут освещены условия участия в international quant championship 2019.

проводит вебинар георгий жарик - представитель worldquant virtual research center. 

 продолжительность - 1 час.

для кого? студентов технических и экономических специальностей. 
 
что от вас требуется сейчас? выбрать удобное вам время 👇🏻",0
119,"📅28 марта в 16:00 пройдет день открытых дверей факультета прикладной оптики для абитуриентов программ бакалавриата и специалитета, а также программ магистратуры. 
 
ℹучастники дня открытых смогут: 
✅подробно узнать об обучении на программах специалитета, бакалавриата и магистратуры факультета; 
✅посетить учебные и научные лаборатории факультета, узнать о реализуемых проектах; 
✅узнать о партнерских международных программах; 
✅пообщаться со студентами, которые расскажут об опыте обучения на программах факультета и участия в стажировках в зарубежных вузах-партнерах; 
 
💡день открытых дверей пройдет в корпусе университета итмо, расположенного по адресу пер. гривцова 14, начало в 16:00. 
✏регистрация по ссылке: https://goo.gl/forms/wge9n6xzz8okmuh12",0
120,"📢 7 декабря в 9:00 начнётся конференция «artificial intelligence journey» посвященная искусственному интеллекту и анализу больших данных.

🗣 конференция ai journey - это международных площадка для обмена опытом в развитии технологий искусственного интеллекта и обсуждения последних трендов в науке, бизнесе и повседневной жизни.

✅ яндекс расскажет о работе поиска по картинкам, сколтех - в деталях об 3d object detection, сбербанк - о применении компьютерного зрения в повседневной жизни и много чего ещё интересного!
🤝🏻 кстати, итмо и сбербанк являются крупнейшими партнёрами.
📝 полная программа конференции https://vk.cc/a6gilc

⚡ регистрируйся уже сейчас! https://vk.cc/a6gpw5
👥 800 участников.
👣 где? точка кипения, санкт-петербург, пр. медиков, д. 3, кор. 5, этаж 5.

🙎‍♀🧔 спикеры:
яндекс —> а. крайнов, о. мегорская
сколтех —> е. бурнаев, к. седов
сбербанк —> д. корнильцев, в. дегтярев
jetbrains —> в. худобахшов
mail ru —> ю. макаров, м. марюфич
вконтакте —> а. якушев
газпром —> е. кирьянов",0
121,#итмостажировка в unilever из первых уст от студента-магистранта образовательной программы «интеллектуальные технологии в робототехнике» [id32225697|петра григорьева]. #опытстудента,0
122,"[club91635769|вконтакте] приглашает на стажировку! нам неважно, школьник вы или студент, работаете в сфере it или пока нет. если вам интересно узнать больше о вконтакте и сделать свой вклад в развитие платформы — до 26 мая включительно отправьте заявку на участие в программе. 
 
8 команд на два месяца возьмут под своё крыло от одного до трёх стажёров. если вы окажетесь среди них, то будете работать в доме зингера — над реальными задачами, которые каждый день решают сотрудники вконтакте, и над экспериментальными заданиями, результатом которых станет законченный продукт. опытные наставники введут вас в курс дела, поделятся знаниями и помогут реализовать ваши идеи. за свой труд вы получите денежное вознаграждение и приятные бонусы: тематические сувениры и сертификат о прохождении стажировки. 
 
стажировка начнётся 15 июля. все новости программы будут в сообществе [club91635769|vk education], а подать заявку можно здесь: vk.com/jobs 
 
больше о командах и задачах, которые ждут стажёров, читайте в статье:",1
123,"#итмостажировка #итмовакансия

студенты и выпускники направлений «биотехнологии» и «пищевые технологии»! компания biocad объявляет о старте новой уникальной программы развития молодых биотехнологов scale up biocad и начинает поиск молодых специалистов, которые будут участвовать в процессе подготовки площадки, проведении пусконаладочных работ, примут непосредственное участие в организации производственных процессов: 

- постановка операций в колбах и настольных реакторах.
- масштабирование процессов до объема 1000 л реактора.
- проведение процедур хроматографической очистки белка.
- характеризация процессов upstream и downstream.

что нужно? отправить решение задания (файл в приложении), резюме и мотивационное письмо на почту student@biocad.ru с темой письма «программа scale up biocad».

успейте подать заявку до 30 июня 23:59.

подробности программы в прикрепленном файле.",0
